Total network energy = 2.60e+09 pJ
Total network latency = 6.42e+06 cycles
         233503864 function calls (233190351 primitive calls) in 125.067 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 ctx_base.py:52(_init_aliases)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 sequences.py:726(RecursiveSeq)
        7    0.000    0.000    0.000    0.000 constructor.py:270(construct_yaml_float)
       98    0.000    0.000    0.000    0.000 cbook.py:851(<dictcomp>)
        2    0.000    0.000    0.000    0.000 datetime.py:765(__neg__)
        1    0.000    0.000    0.000    0.000 __init__.py:873(Handler)
        4    0.000    0.000    0.000    0.000 enum.py:1772(<listcomp>)
       23    0.000    0.000    0.000    0.000 helper.py:88(process)
       31    0.000    0.000    0.000    0.000 spatial_mapping.py:87(initialize_oa_dims)
        1    0.000    0.000    0.000    0.000 pycode.py:692(<listcomp>)
       42    0.000    0.000    0.000    0.000 schema.py:429(_handle_schema_reference_for_validator)
        1    0.000    0.000    0.000    0.000 qfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dfm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 single.py:1203(Separable)
        1    0.000    0.000    0.000    0.000 unknown_fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text_format.py:830(_Parser)
        1    0.000    0.000    0.000    0.000 plotgrid.py:16(PlotGrid)
        1    0.000    0.000    0.000    0.000 Loop.py:1(<module>)
       37    0.000    0.000    0.000    0.000 dataclasses.py:509(_init_param)
        2    0.000    0.000    0.000    0.000 core.py:3408(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2343(acos)
       56    0.000    0.000    0.000    0.000 validator.py:521(purge_readonly)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 multipermute.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
        1    0.000    0.000    0.000    0.000 multidimensional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1432(Logger)
        1    0.000    0.000    0.000    0.000 relational.py:62(Relational)
        8    0.000    0.000    0.000    0.000 ctx_iv.py:30(convert_mpf_)
        2    0.000    0.000    0.000    0.000 arrayprint.py:524(decorating_function)
        1    0.000    0.000    0.000    0.000 products.py:17(Product)
       31    0.000    0.000    0.000    0.000 __init__.py:81(get_projection_class)
        1    0.000    0.000    0.000    0.000 domainscalar.py:17(DomainScalar)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
       31    0.000    0.000    0.000    0.000 laplace.py:48(DEBUG_WRAP)
        1    0.000    0.000    0.000    0.000 patches.py:1216(Wedge)
        1    0.000    0.000    0.000    0.000 digraph.py:940(edges)
        3    0.000    0.000    0.000    0.000 core.py:706(add_parse_action)
        1    0.000    0.000    0.000    0.000 ellipse.py:40(Ellipse)
        1    0.000    0.000    0.000    0.000 exprtools.py:805(Term)
        7    0.000    0.000    0.000    0.000 enum.py:1280(__new__)
        1    0.000    0.000    0.000    0.000 integerring.py:20(IntegerRing)
        1    0.000    0.000    0.000    0.000 cm.py:59(ColormapRegistry)
        3    0.000    0.000    0.000    0.000 scanner.py:371(fetch_stream_end)
        1    0.000    0.000    0.000    0.000 accelerator_factory.py:80(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
        7    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 core.py:3622(StringStart)
        1    0.000    0.000    0.000    0.000 facts.py:380(FactRules)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 containers.py:435(MessageMap)
       31    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
       54    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.000    0.000 polyoptions.py:16(Option)
        1    0.000    0.000    0.000    0.000 numpy.py:449(<dictcomp>)
        9    0.000    0.000    0.000    0.000 pythonmpq.py:93(_new_check)
        1    0.000    0.000    0.000    0.000 Image.py:3789(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 Image.py:202(Palette)
        4    0.000    0.000    0.000    0.000 accelerator_factory.py:150(create_memory_instance)
       31    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 __init__.py:531(Distribution)
       49    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
       14    0.000    0.000    0.000    0.000 ctx_mp_python.py:336(__new__)
       45    0.000    0.000    0.000    0.000 schema.py:521(get)
        1    0.000    0.000    0.000    0.000 rational.py:24(mpq)
        1    0.000    0.000    0.000    0.000 print_mapping.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:38(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        1    0.000    0.000    0.000    0.000 networksimplex.py:14(_DataEssentialsAndFunctions)
        1    0.000    0.000    0.000    0.000 error_functions.py:2525(fresnelc)
        1    0.000    0.000    0.000    0.000 __init__.py:1803(LoggerAdapter)
       93    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 numpy.py:314(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3224(acsc)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1800(csc)
      129    0.000    0.000    0.000    0.000 results.py:24(__getitem__)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1572(atanh)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1887(ComplexInterval)
        1    0.000    0.000    0.000    0.000 polyoptions.py:643(Formal)
        1    0.000    0.000    0.000    0.000 eigen_symmetric.py:1(<module>)
        3    0.000    0.000    0.000    0.000 digraph.py:648(add_edge)
        1    0.000    0.000    0.000    0.000 plane.py:30(Plane)
        1    0.000    0.000    0.000    0.000 series.py:1861(SurfaceOver2DRangeSeries)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1066(poly1d)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1221(__init__)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1215(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 ImageMath.py:27(_Operand)
       14    0.000    0.000    0.000    0.000 libmpf.py:153(_normalize)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formal.py:974(FormalPowerSeries)
        1    0.000    0.000    0.000    0.000 core.py:326(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 random.py:358(randint)
        1    0.000    0.000    0.000    0.000 {built-in method onnx.onnx_cpp2py_export.defs.schema_version_map}
        1    0.000    0.000    0.000    0.000 __init__.py:22(<listcomp>)
       31    0.000    0.000    0.000    0.000 _base.py:649(<dictcomp>)
        1    0.000    0.000    0.000    0.000 error.py:70(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 bessel.py:1488(airybi)
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
        3    0.000    0.000    0.000    0.000 datetime.py:1673(__new__)
        1    0.000    0.000    0.000    0.000 dates.py:936(rrulewrapper)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1410(Hrule)
        1    0.000    0.000    0.000    0.000 extension_dict.py:40(_ExtensionDict)
        1    0.000    0.000    0.000    0.000 _mathtext.py:749(StixFonts)
       21    0.000    0.000    0.000    0.000 enum.py:1154(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1884(asech)
        1    0.000    0.000    0.000    0.000 tempfile.py:682(SpooledTemporaryFile)
      196    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pycode.py:551(PythonCodePrinter)
       22    0.000    0.000    0.000    0.000 typing.py:2892(<listcomp>)
        1    0.000    0.000    0.000    0.000 polygon.py:28(Polygon)
        1    0.000    0.000    0.000    0.000 trace.py:11(Trace)
        1    0.000    0.000    0.000    0.000 transforms.py:1894(Affine2D)
        1    0.000    0.000    0.000    0.000 patches.py:1560(CirclePolygon)
        3    0.000    0.000    0.000    0.000 Image.py:3680(register_extensions)
       34    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 client.py:246(HTTPResponse)
        1    0.000    0.000    0.000    0.000 normalforms.py:1(<module>)
        2    0.000    0.000    0.000    0.000 multidimensional.py:93(__call__)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        1    0.000    0.000    0.000    0.000 ImageFile.py:391(Parser)
       31    0.000    0.000    0.000    0.000 _base.py:4089(set_navigate_mode)
       26    0.000    0.000    0.000    0.000 core.py:4234(<genexpr>)
        1    0.000    0.000    0.000    0.000 lambdify.py:1100(_EvaluatorPrinter)
        1    0.000    0.000    0.000    0.000 boolalg.py:1240(Equivalent)
        1    0.000    0.000    0.000    0.000 libintmath.py:89(<listcomp>)
        1    0.000    0.000    0.000    0.000 font_manager.py:539(FontProperties)
        2    0.000    0.000    0.000    0.000 rcsetup.py:446(validate_whiskers)
        1    0.000    0.000    0.000    0.000 platform.py:825(uname)
        3    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
        1    0.000    0.000    0.000    0.000 singleton.py:8(SingletonRegistry)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
       12    0.000    0.000    0.000    0.000 __init__.py:1720(getEffectiveLevel)
       93    0.000    0.000    0.000    0.000 bezier.py:232(control_points)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 header.py:408(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 planarity.py:258(LRPlanarity)
       62    0.000    0.000    0.000    0.000 artist.py:1086(get_label)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       55    0.000    0.000    0.000    0.000 factor_.py:963(done)
       17    0.000    0.000    0.000    0.000 __init__.py:597(<genexpr>)
       37    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:39(_mpf)
        3    0.000    0.000    0.000    0.000 numbers.py:1955(__lt__)
        1    0.000    0.000    0.000    0.000 logic.py:322(AndOr_Base)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 _internal.py:260(_ctypes)
        1    0.000    0.000    0.000    0.000 collections.py:1723(EllipseCollection)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:327(JpegImageFile)
        1    0.000    0.000    0.000    0.000 cnf.py:15(Literal)
        3    0.000    0.000    0.000    0.000 deprecation.py:443(<listcomp>)
        1    0.000    0.000    0.000    0.000 dates.py:1719(DateConverter)
       62    0.000    0.000    0.000    0.000 _function_base_impl.py:1320(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
       65    0.000    0.000    0.000    0.000 results.py:264(__bool__)
        1    0.000    0.000    0.000    0.000 ring.py:9(Ring)
        1    0.000    0.000    0.000    0.000 plistlib.py:631(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 unicode.py:237(Kanji)
        1    0.000    0.000    0.000    0.000 line.py:50(LinearEntity)
       72    0.000    0.000    0.000    0.000 validator.py:858(<genexpr>)
        1    0.000    0.000    0.000    0.000 decompogen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:301(ScalarMappable)
       31    0.000    0.000    0.000    0.000 layer_attributes.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 factorials.py:36(factorial)
        1    0.000    0.000    0.000    0.000 special.py:75(__new__)
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
        1    0.000    0.000    0.000    0.000 collections.py:1891(TriMesh)
        1    0.000    0.000    0.000    0.000 quiver.py:868(Barbs)
        1    0.000    0.000    0.000    0.000 convolutions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 polyoptions.py:344(Order)
        1    0.000    0.000    0.000    0.000 axis.py:508(Ticker)
       31    0.000    0.000    0.000    0.000 _base.py:4068(set_navigate)
        1    0.000    0.000    0.000    0.000 client.py:801(HTTPConnection)
        1    0.000    0.000    0.000    0.000 finitefield.py:81(FiniteField)
        1    0.000    0.000    0.000    0.000 filters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reportviews.py:1058(__init__)
       31    0.000    0.000    0.000    0.000 threading.py:575(is_set)
      156    0.000    0.000    0.000    0.000 core.py:807(postParse)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 heaps.py:13(MinHeap)
        1    0.000    0.000    0.000    0.000 well_known_types.py:292(Duration)
        1    0.000    0.000    0.000    0.000 bessel.py:970(yn)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:779(FastPath)
        1    0.000    0.000    0.000    0.000 containers.py:21(Tuple)
        1    0.000    0.000    0.000    0.000 realfield.py:13(RealField)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enumerative.py:92(PartComponent)
        3    0.000    0.000    0.000    0.000 intfunc.py:162(igcd)
        1    0.000    0.000    0.000    0.000 python_message.py:612(_FieldProperty)
       14    0.000    0.000    0.000    0.000 Image.py:3669(register_extension)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 core.py:2420(Empty)
        1    0.000    0.000    0.000    0.000 extrapolation.py:728(cohen_alt_class)
        1    0.000    0.000    0.000    0.000 field_mask.py:163(_FieldMaskTree)
