Total network energy = 2.60e+09 pJ
Total network latency = 6.42e+06 cycles
         233503864 function calls (233190351 primitive calls) in 125.067 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _common.py:47(get_package)
        6    0.000    0.000    0.000    0.000 typing.py:1298(__mro_entries__)
        2    0.000    0.000    0.000    0.000 core.py:6863(__init__)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:585(__init__)
       10    0.000    0.000    0.000    0.000 enum.py:1357(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 rationalfield.py:14(RationalField)
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6654(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 modularinteger.py:15(ModularInteger)
        1    0.000    0.000    0.000    0.000 scale.py:381(InvertedSymmetricalLogTransform)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 bessel.py:1316(airyai)
        2    0.000    0.000    0.000    0.000 digraph.py:316(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:483(InvertedAsinhTransform)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:2080(acsch)
        1    0.000    0.000    0.000    0.000 numbers.py:608(bell)
        1    0.000    0.000    0.000    0.000 trigonometric.py:243(sin)
        1    0.000    0.000    0.000    0.000 Image.py:194(Dither)
       31    0.000    0.000    0.000    0.000 collections.py:212(set_paths)
        1    0.000    0.000    0.000    0.000 matpow.py:12(MatPow)
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:188(fibonacci)
        1    0.000    0.000    0.000    0.000 __init__.py:342(__init__)
        8    0.000    0.000    0.000    0.000 util.py:119(clear)
       28    0.000    0.000    0.000    0.000 core.py:17(__setattr__)
        1    0.000    0.000    0.000    0.000 readers.py:16(__init__)
        1    0.000    0.000    0.000    0.000 orthopolys.py:1(<module>)
      187    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 epathtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:153(sinh)
        2    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
        3    0.000    0.000    0.000    0.000 errors.py:519(pretty_tree)
        3    0.000    0.000    0.000    0.000 deprecation.py:460(<listcomp>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1737(acoth)
      155    0.000    0.000    0.000    0.000 fromnumeric.py:2508(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 pycode.py:682(MpmathPrinter)
      124    0.000    0.000    0.000    0.000 axis.py:707(isDefault_minloc)
      125    0.000    0.000    0.000    0.000 backend_bases.py:1694(<lambda>)
       31    0.000    0.000    0.000    0.000 figure.py:91(bubble)
       41    0.000    0.000    0.000    0.000 decorators.py:72(call_highest_priority)
       31    0.000    0.000    0.000    0.000 print_mapping.py:26(<listcomp>)
       62    0.000    0.000    0.000    0.000 figure.py:2912(set_canvas)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        9    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
       12    0.000    0.000    0.000    0.000 basic.py:256(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
       31    0.000    0.000    0.000    0.000 print_mapping.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 jscode.py:46(JavascriptCodePrinter)
        1    0.000    0.000    0.000    0.000 memory_port.py:9(MemoryPortType)
        1    0.000    0.000    0.000    0.000 numerictypes.py:621(_register_types)
        1    0.000    0.000    0.000    0.000 scale.py:609(LogisticTransform)
     10/8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1298(_recalculate)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1692(sec)
       28    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 arrayop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 densearith.py:1(<module>)
        2    0.000    0.000    0.000    0.000 libmpf.py:987(mpf_rdiv_int)
        1    0.000    0.000    0.000    0.000 primetest.py:1(<module>)
       10    0.000    0.000    0.000    0.000 pretty_symbology.py:176(<lambda>)
        1    0.000    0.000    0.000    0.000 Image.py:207(Quantize)
        1    0.000    0.000    0.000    0.000 operational_unit.py:1(<module>)
       31    0.000    0.000    0.000    0.000 workload_factory.py:152(<listcomp>)
        1    0.000    0.000    0.000    0.000 memory_port.py:15(DataDirection)
      185    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x7fcd7d2d5300}
       15    0.000    0.000    0.000    0.000 pretty_symbology.py:418(<lambda>)
        1    0.000    0.000    0.000    0.000 matadd.py:19(MatAdd)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
       80    0.000    0.000    0.000    0.000 validator.py:507(purge_unknown)
        1    0.000    0.000    0.000    0.000 exponential.py:608(log)
        1    0.000    0.000    0.000    0.000 table.py:238(Table)
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
        1    0.000    0.000    0.000    0.000 save_stages.py:117(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 rings.py:196(PolyRing)
        1    0.000    0.000    0.000    0.000 rcm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqfreetools.py:1(<module>)
      186    0.000    0.000    0.000    0.000 numeric.py:369(_full_like_dispatcher)
        1    0.000    0.000    0.000    0.000 entity.py:71(GeometryEntity)
        1    0.000    0.000    0.000    0.000 function.py:380(Function)
       62    0.000    0.000    0.000    0.000 contextlib.py:763(__init__)
        2    0.000    0.000    0.000    0.000 libmpi.py:454(mpi_from_str)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       85    0.000    0.000    0.000    0.000 core.py:1919(streamline)
        1    0.000    0.000    0.000    0.000 gmpyrationalfield.py:12(GMPYRationalField)
        1    0.000    0.000    0.000    0.000 preview.py:1(<module>)
       51    0.000    0.000    0.000    0.000 core.py:2409(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 error_functions.py:48(erf)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:75(TimeRespectingGraphMatcher)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        1    0.000    0.000    0.000    0.000 shape_inference.py:1(<module>)
       10    0.000    0.000    0.000    0.000 results.py:344(get)
        1    0.000    0.000    0.000    0.000 SpatialMappingInternal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1952(Circle)
        1    0.000    0.000    0.000    0.000 collections.py:1257(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 polar.py:814(PolarAxes)
       70    0.000    0.000    0.000    0.000 misc.py:595(_clear_cache)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        1    0.000    0.000    0.000    0.000 heaps.py:132(PairingHeap)
       42    0.000    0.000    0.000    0.000 __init__.py:478(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 collections.py:1520(EventCollection)
       27    0.000    0.000    0.000    0.000 symbol_database.py:90(RegisterMessageDescriptor)
        1    0.000    0.000    0.000    0.000 trigonometric.py:553(cos)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:103(Disposal)
        1    0.000    0.000    0.000    0.000 trigonometric.py:915(tan)
       31    0.000    0.000    0.000    0.000 _base.py:847(<dictcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:931(RegularPolygon)
        1    0.000    0.000    0.000    0.000 core.py:5262(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:477(Purpose)
      124    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 sympify.py:68(_is_numpy_instance)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1255(cot)
      124    0.000    0.000    0.000    0.000 collections.py:216(get_transforms)
      128    0.000    0.000    0.000    0.000 LomaEngine.py:251(<listcomp>)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:133(<dictcomp>)
       55    0.000    0.000    0.000    0.000 scanner.py:706(check_block_entry)
        1    0.000    0.000    0.000    0.000 LayerNodeABC.py:1(<module>)
       31    0.000    0.000    0.000    0.000 warnings.py:441(__init__)
      124    0.000    0.000    0.000    0.000 axis.py:1724(<dictcomp>)
        1    0.000    0.000    0.000    0.000 image.py:231(_ImageBase)
        1    0.000    0.000    0.000    0.000 pythonrational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
      124    0.000    0.000    0.000    0.000 patches.py:2313(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:489(hugepage_setup)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1206(asinh)
       60    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:251(_missing_ctypes)
       31    0.000    0.000    0.000    0.000 print_mapping.py:47(<listcomp>)
        1    0.000    0.000    0.000    0.000 fourier.py:127(FourierSeries)
      124    0.000    0.000    0.000    0.000 spatial_mapping.py:24(<listcomp>)
       56    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 exploit_data_locality_stages.py:26(SearchInterLayerDataLocalityStage)
       95    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       31    0.000    0.000    0.000    0.000 PngImagePlugin.py:1096(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 TemporalMapping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 theta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assume.py:358(UndefinedPredicate)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 groebnertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy_imports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:824(coth)
        1    0.000    0.000    0.000    0.000 _triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:2085(Shi)
        1    0.000    0.000    0.000    0.000 __init__.py:2206(NullHandler)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
      166    0.000    0.000    0.000    0.000 spatial_mapping.py:17(__init__)
        1    0.000    0.000    0.000    0.000 polytools.py:4393(PurePoly)
      144    0.000    0.000    0.000    0.000 dataclasses.py:425(<genexpr>)
      186    0.000    0.000    0.000    0.000 _polynomial_impl.py:157(_roots_dispatcher)
        1    0.000    0.000    0.000    0.000 symbol_database.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:82(items)
        1    0.000    0.000    0.000    0.000 errors.py:463(BasicErrorHandler)
       78    0.000    0.000    0.000    0.000 _internal.py:900(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
       30    0.000    0.000    0.000    0.000 layer_attributes.py:197(is_empty)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
       31    0.000    0.000    0.000    0.000 backend_bases.py:2055(<dictcomp>)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 conditionset.py:19(ConditionSet)
        7    0.000    0.000    0.000    0.000 fractions.py:277(_operator_fallbacks)
       32    0.000    0.000    0.000    0.000 functools.py:966(__init__)
        1    0.000    0.000    0.000    0.000 series.py:126(BaseSeries)
        1    0.000    0.000    0.000    0.000 polyclasses.py:2785(ANP)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1105(EvaluateFalseTransformer)
        2    0.000    0.000    0.000    0.000 threading.py:562(__init__)
       62    0.000    0.000    0.000    0.000 patches.py:2357(_register_style)
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        1    0.000    0.000    0.000    0.000 factorials.py:285(subfactorial)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:379(MinMaxBase)
        1    0.000    0.000    0.000    0.000 AcceleratorValidator.py:10(AcceleratorValidator)
       30    0.000    0.000    0.000    0.000 LomaEngine.py:141(update_min_lpf_factor)
      124    0.000    0.000    0.000    0.000 backend_agg.py:276(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 datetime.py:2293(timezone)
        1    0.000    0.000    0.000    0.000 datetime.py:1665(datetime)
       17    0.000    0.000    0.000    0.000 inspect.py:2781(__hash__)
        1    0.000    0.000    0.000    0.000 appellseqs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expintegrals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3004(asec)
        2    0.000    0.000    0.000    0.000 basic.py:2090(_exec_constructor_postprocessors)
        1    0.000    0.000    0.000    0.000 graph.py:66(Graph)
        1    0.000    0.000    0.000    0.000 core.py:6690(__array_finalize__)
        1    0.000    0.000    0.000    0.000 rules.py:1(<module>)
       12    0.000    0.000    0.000    0.000 core.py:5915(<lambda>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 colors.py:677(Colormap)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1070(csch)
       16    0.000    0.000    0.000    0.000 pretty_symbology.py:170(<lambda>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1384(acosh)
        1    0.000    0.000    0.000    0.000 operations.py:19(AssocOp)
        1    0.000    0.000    0.000    0.000 core.py:3468(__init__)
       94    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 dates.py:1807(_SwitchableDateConverter)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:58(MPContext)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3557(export)
        1    0.000    0.000    0.000    0.000 error_functions.py:2364(fresnels)
        1    0.000    0.000    0.000    0.000 schema.py:34(DefinitionSchema)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
       97    0.000    0.000    0.000    0.000 core.py:5961(<genexpr>)
        6    0.000    0.000    0.000    0.000 Image.py:3607(register_open)
       44    0.000    0.000    0.000    0.000 deprecation.py:208(<listcomp>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1572(ReciprocalTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 sets.py:1912(FiniteSet)
        1    0.000    0.000    0.000    0.000 MemoryHierarchy.py:21(__init__)
       31    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 rootoftools.py:1048(RootSum)
       84    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
       14    0.000    0.000    0.000    0.000 libelefun.py:85(constant_memo)
        1    0.000    0.000    0.000    0.000 residues.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 octave.py:65(OctaveCodePrinter)
       77    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
      124    0.000    0.000    0.000    0.000 Image.py:567(mode)
        4    0.000    0.000    0.000    0.000 accelerator_factory.py:184(<setcomp>)
       17    0.000    0.000    0.000    0.000 ctx_mp_python.py:597(make_mpf)
        1    0.000    0.000    0.000    0.000 boolalg.py:64(Boolean)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 MatMulParser.py:1(<module>)
       20    0.000    0.000    0.000    0.000 spatial_mapping.py:46(__contains__)
        2    0.000    0.000    0.000    0.000 __init__.py:72(CFUNCTYPE)
       36    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      276    0.000    0.000    0.000    0.000 helpers.py:210(<lambda>)
        1    0.000    0.000    0.000    0.000 boolalg.py:544(And)
       24    0.000    0.000    0.000    0.000 calculus.py:4(defun)
        1    0.000    0.000    0.000    0.000 argparse.py:1720(ArgumentParser)
       31    0.000    0.000    0.000    0.000 gridspec.py:766(update)
        1    0.000    0.000    0.000    0.000 cnf.py:270(CNF)
       15    0.000    0.000    0.000    0.000 typing.py:1851(<genexpr>)
       11    0.000    0.000    0.000    0.000 decorators.py:269(np_random_state)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
      140    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       31    0.000    0.000    0.000    0.000 nx_pylab.py:305(<dictcomp>)
        1    0.000    0.000    0.000    0.000 characteristiczero.py:1(<module>)
        1    0.000    0.000    0.000    0.000 workload_factory.py:188(MappingFactory)
        6    0.000    0.000    0.000    0.000 numbers.py:3567(__hash__)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
       31    0.000    0.000    0.000    0.000 PngImagePlugin.py:282(add)
        1    0.000    0.000    0.000    0.000 art3d.py:646(Path3DCollection)
        1    0.000    0.000    0.000    0.000 precedence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
      186    0.000    0.000    0.000    0.000 multiarray.py:83(empty_like)
      124    0.000    0.000    0.000    0.000 patches.py:2314(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cbook.py:35(_get_running_interactive_framework)
        2    0.000    0.000    0.000    0.000 __init__.py:863(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 symbol.py:510(Wild)
        1    0.000    0.000    0.000    0.000 planar_drawing.py:1(<module>)
       31    0.000    0.000    0.000    0.000 nx_pylab.py:306(<dictcomp>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
       31    0.000    0.000    0.000    0.000 patches.py:2839(__init__)
        1    0.000    0.000    0.000    0.000 fields.py:104(FracField)
       68    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:90(KroneckerDelta)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:612(_set_prec)
       84    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
        3    0.000    0.000    0.000    0.000 core.py:3604(__init__)
        4    0.000    0.000    0.000    0.000 MemoryHierarchy.py:158(__add_node)
        3    0.000    0.000    0.000    0.000 MemoryHierarchy.py:162(__add_edge)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1141(sech)
        8    0.000    0.000    0.000    0.000 decorators.py:1200(_indent)
        1    0.000    0.000    0.000    0.000 pathlib.py:1230(exists)
      120    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 __init__.py:1076(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:464(<dictcomp>)
        1    0.000    0.000    0.000    0.000 series_class.py:11(SeriesBase)
        1    0.000    0.000    0.000    0.000 mathematica.py:123(MCodePrinter)
        1    0.000    0.000    0.000    0.000 singularities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polytools.py:7359(GroebnerBasis)
        2    0.000    0.000    0.000    0.000 __init__.py:256(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 core.py:718(add_condition)
        1    0.000    0.000    0.000    0.000 plot_implicit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
       31    0.000    0.000    0.000    0.000 workload_factory.py:151(<listcomp>)
        3    0.000    0.000    0.000    0.000 inverselaplace.py:668(__init__)
       31    0.000    0.000    0.000    0.000 layer_attributes.py:235(empty)
       46    0.000    0.000    0.000    0.000 logic.py:92(fuzzy_bool)
        1    0.000    0.000    0.000    0.000 function.py:279(Application)
        1    0.000    0.000    0.000    0.000 widgets.py:2090(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 patches.py:1117(Polygon)
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 dispatcher.py:89(Dispatcher)
        1    0.000    0.000    0.000    0.000 limitseq.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:470(<listcomp>)
      124    0.000    0.000    0.000    0.000 transforms.py:2164(inverted)
        1    0.000    0.000    0.000    0.000 maple.py:84(MapleCodePrinter)
       30    0.000    0.000    0.000    0.000 LomaEngine.py:271(ordering_generator)
        3    0.000    0.000    0.000    0.000 __init__.py:757(path)
       45    0.000    0.000    0.000    0.000 validator.py:558(rules_set_registry)
        1    0.000    0.000    0.000    0.000 core.py:1086(enable_packrat)
        1    0.000    0.000    0.000    0.000 julia.py:48(JuliaCodePrinter)
        1    0.000    0.000    0.000    0.000 platform.py:914(system)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(SymPyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 ssl.py:484(SSLContext)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       93    0.000    0.000    0.000    0.000 _type_check_impl.py:83(real)
        1    0.000    0.000    0.000    0.000 colorbar.py:195(Colorbar)
        1    0.000    0.000    0.000    0.000 numbers.py:2928(motzkin)
      127    0.000    0.000    0.000    0.000 core.py:2396(__getnewargs__)
       34    0.000    0.000    0.000    0.000 core.py:13(dispatch)
      220    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:1(<module>)
        2    0.000    0.000    0.000    0.000 realfield.py:63(dtype)
        1    0.000    0.000    0.000    0.000 matexpr.py:597(MatrixElement)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:25(BlockMatrix)
       23    0.000    0.000    0.000    0.000 pythonmpq.py:103(_new)
       31    0.000    0.000    0.000    0.000 contextlib.py:462(_create_exit_wrapper)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        1    0.000    0.000    0.000    0.000 assume.py:224(Predicate)
        1    0.000    0.000    0.000    0.000 rrule.py:94(rrulebase)
        1    0.000    0.000    0.000    0.000 egyptian_fraction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:173(_PlistParser)
       93    0.000    0.000    0.000    0.000 Image.py:563(size)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:153(__new__)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:12(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
        1    0.000    0.000    0.000    0.000 sparse.py:21(SparseRepMatrix)
       13    0.000    0.000    0.000    0.000 enum.py:922(<dictcomp>)
        1    0.000    0.000    0.000    0.000 point.py:860(Point2D)
        1    0.000    0.000    0.000    0.000 deltafunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matrices.py:9(_matrix)
       31    0.000    0.000    0.000    0.000 _axes.py:4895(<listcomp>)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 MainStage.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ratsimp.py:1(<module>)
       18    0.000    0.000    0.000    0.000 conflict.py:30(<genexpr>)
      165    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 parameters.py:60(__init__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:291(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
      155    0.000    0.000    0.000    0.000 _twodim_base_impl.py:238(_diag_dispatcher)
      124    0.000    0.000    0.000    0.000 fromnumeric.py:911(_sort_dispatcher)
       20    0.000    0.000    0.000    0.000 typing.py:925(__hash__)
       22    0.000    0.000    0.000    0.000 typing.py:2974(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 platform.py:778(uname_result)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1905(sinc)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 ElementTree.py:126(Element)
        1    0.000    0.000    0.000    0.000 __init__.py:39(onnx_opset_version)
      161    0.000    0.000    0.000    0.000 util.py:200(escape_re_range_char)
       31    0.000    0.000    0.000    0.000 _base.py:869(<dictcomp>)
        2    0.000    0.000    0.000    0.000 matexpr.py:81(__new__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:124(Blend)
       31    0.000    0.000    0.000    0.000 PngImagePlugin.py:279(__init__)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:1017(Derivative)
        1    0.000    0.000    0.000    0.000 _common.py:42(resolve)
       30    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
        1    0.000    0.000    0.000    0.000 polynomialring.py:10(PolynomialRing)
        1    0.000    0.000    0.000    0.000 datatypes.py:93(Constants)
        2    0.000    0.000    0.000    0.000 core.py:3644(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1340(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 testing.py:126(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 transforms.py:1137(SineCosineTypeTransform)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
      138    0.000    0.000    0.000    0.000 layer_node.py:281(<genexpr>)
        1    0.000    0.000    0.000    0.000 boolalg.py:926(Xor)
        1    0.000    0.000    0.000    0.000 fractionfield.py:9(FractionField)
        1    0.000    0.000    0.000    0.000 rust.py:219(RustCodePrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:317(SciPyPrinter)
        1    0.000    0.000    0.000    0.000 cpp_message.py:1(<module>)
        8    0.000    0.000    0.000    0.000 six.py:194(find_spec)
      124    0.000    0.000    0.000    0.000 workload_factory.py:202(<lambda>)
        1    0.000    0.000    0.000    0.000 lib_interval.py:1(<module>)
       49    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
        3    0.000    0.000    0.000    0.000 expr.py:185(__neg__)
        1    0.000    0.000    0.000    0.000 cbook.py:815(Grouper)
        1    0.000    0.000    0.000    0.000 numpy.py:35(NumPyPrinter)
        1    0.000    0.000    0.000    0.000 basic.py:2217(Atom)
